reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReview
,B001237DT0,-1,1,4,"Great Christmas music done in the rock opera style.
The Mp3 version seems to be really compressed (congested?).
Am waiting for the CD to get here to compare.
I've heard that some of their past recording mastering isn't the best, we'll see..",
,B001239GP4,-1,1,4,As described,
,B001237HCI,1,-1,3,"I knew that I was getting something different with this Jewel...and how would that work out?  It is most definitely her beautiful voice and flair for some whimsical and fun lyrics that save this album that is musically not in her tone nor fit her style very well.  I appreciate Jewel trying something new and I also am glad she got it out of her system and didn't find the need to go back to this as this style of music and production doesn't fit her folksy shape and leanings.  A big part of her draw is her earthy, grounded guitar and other natural instrumental sounds; you won't find much of that here.  This synth-pop-techno music strips away some of her soul.  Still, even if the style is beneath her her voice still is as lovely as ever, even beneath and through so much digitization.

1) Stand: it's okay.  Starting us off with Jewel's voice front and center as uninspired, syncopated beats and some buzzes chirp here and there.  ""Reach"" would have been an appropriate title as she is reaching for something different here and this song sets the tone for the album pretty well.
2) Run 2 U: her lovely,soft voice saves a song without musical importance.
3) Intuition: Singing twice and three times over her own voice and some fun namedropping in the lyrics with a buzzy chorus lifts this otherwise forgettable piece.
4) Leave the Lights On: Now here's something that starts off a little more interesting with some brassy woodwinds and a bluesy style.  Unfortunately when Jewel gets to the chorus the song loses steam but this is the most interesting song of the CD so far.
5) 2 Find U: Weak.
6) Fragile Heart: A bit slow with a country guitar twang slowly plucked.  Too slow, though.
7) Doin' Fine: ""We are what everyone wants to be.""  We are doin' fine.  Buried in the middle of the record the song is rather okay.
8) 2 Become 1: The music is much more engaging and natural.  This feels like a Jewel song and could be on any one of her albums (minus the way she is ""spells"" the song title...).
9) Haunted: A seductive and creepy song.  Totally cool and different.  Uh, and kinda sensuous.  Jewel's moaning at the end of the song is...well, let's just say that I'm glad that it doesn't go on too long.
10) Sweet Temptation: Sounding much more like a Shakira pop song this one actually pretty much works and is much better than any of the first three songs.
11) Yes U Can: This one might just make you dance.  Again, a love and sex song that is both a joinder and a cautious observation.  It is minorly infectious.
12) U & Me = Love: Dance pop bubblegum fluff.  Blech.
13) America: Overly easy political thoughts are dispensed.  It's okay, unless you're tired of hearing popsters and others bagging on America.  Not nearly one of her best social observation songs (probably because it's so politicized).
14) Becoming: Lyrically well-suited to the empty dance-pop genre, Jewel witnesses her own ""becoming"" with her heart.  Ahhh, isn't that nice.  Maudlin stuff.

As you might have guessed this isn't my favorite Jewel album.  But there is at least one gem on here and a few other songs that work.  If you're interested in what Jewel has to offer I'd highly suggest starting elsewhere (personally, I'd direct you to ""This Way"") and if you like your techno-dance-pop I'd look somewhere else too.",
,B001237HCI,-1,1,5,"For former Jewel fans who don't like this CD, tough!  I've never heard anything like this, and my friends agree it's great.

""Stand"" (take a stand) is like some time tunnel idea from when music counted for something, set to a sleazy bar beat that holds the counterbalancing darkness.  We haven't had an artist who could popularize stuff like this in a while.

And there hasn't been so much hidden in lyrics since people tried playing Beatles records backwards.  Consider that ""Intuition,"" seems to be ""follow your heart"" inspiration, all mushy stuff you'd be proud to sing in church, when suddenly a stacatto vocal riff breaks in with ""just cash in, sell yourself.""

There are two striking examples of subliminal change of the apparent message by the silencing of a ""t"" at the end of a word.  In ""Leave The Lights On"" the rhythm makes it impossible to pronounce the ""t"" in ""can't"" so what we actually hear is ""you can try my love, you can buy my love"" instead of ""you can't buy my love.""

The second one is in ""Yes U Can.""  The first time the ""t"" in ""boots"" does come through, but after that it sounds like ""b"".  This one will get my review censored if I spell it out here, and maybe that's why she wrote the lyrics that way, to get past the WalMart censors?  The albumn does NOT have an explicit lyrics rating.  But the ""boots"" are bumpin'.  Apparently it worked.

Right on, Jewel.  Go for it!",
,B001237HCI,1,-1,3,"Firstly, I am a huge Jewel fan.  She has written some of the most gorgeous ballads ever.  At first, I was disappointed to see her change her style for this latest offering.  The cover looks cheap and countless reviews slammed the album in general.  But let's not give up on Jewel so quickly.  I admit, I don't like the first single from 0304 ""Intuition"" because it is rather forgetful pop (and won't go down as a classic), but you cannot deny that it appealed to many younger people.  The second single ""Stand"" really appeals to me, on the other hand.  It is a very catchy song, and while it is not traditional Jewel, it shows that she can be versatile like any star out there. And at the end of the day, isn't that what is important about a singer?  To be able to re-invent themself from time to time?  Madonna has done it countless times and people accepted it.  I consider ""0304"" an opportunity that Jewel took to try something different.  She never said she wouldn't go back to her traditional style in the future.  Unfortunately at the moment, folk type music isn't that popular ... so that's another reason why Jewel is trying something different.  In 1978, the Rolling Stones released a disco single (Miss You) because that's what the public were really into then - even though rock was their normal style. Going with the flow, in other words. Times will change yet again, and folk music will be what the public want.  Cycles ...
""0304"" is Jewel in 2003.  It's not the classic of ""pieces of you"" or ""Spirit"", but it's not as vile as many reviewers have stated.",
,B001237HCI,1,-1,1,"so i read the reviews on here, which i rarely trust anyways, and i decided to get the cd.  (even though i HATE intuition) Lyrically, this IS a bit like her previous albums.  They COMPLETELY butchured her voice though, and made most of it a Dance album...that's what REALLY pissed me off about this album.  Jewel was PERFECT the way she was. and she sounds WAY better on her previous albums, and live.  what was ORIGINAL about her was how u could hear her putting feel into her songs with her vocal capacity.  this all sounds the same and no vocal range at all.  PLEASE all you newcomer jewel fans, pick up one of her EARLIER albums and you will see why us REAL jewel fans hate this cd so much.  she's throwing away good talent, and good looks.  i liked her look before, now she just looks like a hooker.
but all in all let's pray that jewel went through a phase, and will go back to her original stuff on her next album.  She is still the same old Jewel in concert though, which is good. so maybe there's hope after all!",
,B001237HCI,1,-1,1,"It's not so much Jewel sold out but Jewel shows on this CD that she has aristically sold-out.  This is simply a dull, lukewarm collection of machine generated songs that offer no reason to listen to again.  Where's that edgy young artist who said Bukowski was one of her major influences?  Her and Liz Phair should start a support group for aging thirty-something female pop stars who think they should be Avril.(Oh, Jewel isn't that old?  She sure acts like it...)  I have to re-evaluate her old stuff.
  ""If I could tell the world just one thing...that you're okay....""
  I think Jewel proves on this CD the True depth of her previous stuff.",
,B00123D0CE,-1,1,5,Gets ya rockin' at Christmas time,
,B00123F8Y2,-1,1,5,I purchased this for our dance team,
,B00123F8Y2,1,-1,3,Good song.,
,B00123BCKQ,1,-1,3,I didn't mind this cd. Its got some mellow music and its not offensive...least I didn't hear anything offensive to me. His voice is different. I don't think I can think of anyone to compare him too. There's not anything on here that's going to get amazing air play on radio stations ...but I still think the cd has been worth a listen. I'm listening to it now and enjoying it.,
,B00123FJM8,-1,1,5,Watch Meytal's Drum Cover of this.,
,B00123FT50,-1,1,4,I'm not to fond of Randy Travis's voice and have to put up with his nasal drawl to listen to the few songs he sings that I like.,
,B00123FMKM,-1,1,5,,
,B00123FMKM,-1,1,5,70's music rules,
,B00123FXLK,-1,1,5,I must be reliving my 70's youth.,
,B00123FXLK,-1,1,5,70s rock,
,B00123G210,-1,1,5,.,
,B00123FVMQ,1,-1,3,"Heard this song as a kid, but didn't really like it until hearing it in Pulp Fiction. This is the song that got me to get sound track. Definitely I song to have on your playlist.",
,B00123D00G,-1,1,5,"If you don't move your feet to this, please check your pulse. Bubble-gum yes, but man does it ever feel good. Don't let your kids see you dancing to it. You'll be a dork forever.",
,B00123G6YI,1,-1,3,This Collection is OK but it is miss three songs. One of the VERY BEST song he ever did BEER AND BONES is not on here. The other two are COWBOY LOVE and I MISS YOU A LITTLE. They can be found on his GH.,
,B00123G6YI,-1,1,4,"From his debut hit ""Life's A Dance"" in late 1992 through the rest of the '90s, John Michael Montgomery (with his easy going baritone) was one of country music's most reliable hitmakers.  Over the past four years, however, he's had but one top ten hit, the chart topping heart tugger ""The Little Girl.""  With his recent singles struggling, a hits collection was the logical choice for Montgomery's next release.  A sequel to 1997's GREATEST HITS made the most sense, as Montgomery has ten top 20 hits not included on that first set.  Instead, Warner Brothers went with this career encompassing VERY BEST OF that contains 11 of the 14 recordings already found on the strong selling GREATEST HITS.
Among the hits not included on either collection are the engaging ""Ain't Got Nothin' On Us,"" ""Love Working On You,"" and ""Hello L.O.V.E.""  All are uptempo romps that would have contributed nicely to the ballad-heavy VERY BEST OF.  The sequencing on VERY BEST OF distorts the musical nonbalance even more, with three fast tunes leading off, followed by a slew of slow stuff.  The collection concludes with two new ballads: the paternal reflection ""Cool"" and the pledge of devotion ""One Day Less.""  While pleasant, neither track seems likely to reverse Montgomery's recent chart struggles.  Ultimately, while it contains more tracks and covers a longer period of Montgomery's recording career, this VERY BEST OF is not as enjoyable to listen to as his earlier GREATEST HITS.",
,B00123FYLE,-1,1,5,"... I just wanted to download this to see if I could still download and add songs for ""no fee"" to however, i was charged the $1.29 for this song. After that, I originated a request about fees on music and my response e-mail began as such ""Amazon MP3 purchases are stored for free in Cloud Player and do not count against storage limits."" Keep in mind, the first 22 most at $1.29 songs I added, were for some reason at no charge, and Ironically that was all done the same day of the $4 credit they give you.
Now, after thoroughly reading the ""remainder"" of my assistance e-mail, it was explained later that was in fact only if I were a ""Cloud Player Premium"" member, there was no extra fee. Which as we all know require you to pay a monthly fee. Of course, another way to collect our money. No big deal, as I'm not going bankrupt over $1.29. Looks like You Tube is still the way to listen to your favorite music. No problem, just thought it was kinda funny. Great song though.",
,B00123FYLE,-1,1,5,"Here is yet another husband introduction.  I vaguely remembered it, but The Cure were still pretty new back then and it didn't stick with me.",
,B00123HWN2,-1,1,4,I remember listening to this song while travelling in the car. I grew up in the 80's 90's and 2000's so this R&B song reminds me of those times.,
,B00123G5ZI,-1,1,4,"This music is good but not as catchy as her other ""CD""'s. Some of the tracks sound similar. I would recommend this CD but this one is not as good as others.",
,B00123G5ZI,-1,1,5,"shes living proof that she rocks this cd is so good is something new much better songs love/dance/songs in songs about money?
but still if ur a real music person u gots to buy this one",
,B00123HNS6,-1,1,5,This is my favorite Keith Carradine song.  I wonder if he is still singing?  It would be nice if he was.,
,B00123HUKC,-1,1,5,a,
,B00123HUKC,-1,1,5,oldie but goodie,
,B00123G5ZI,-1,1,4,"It's not surprising that, what with her previous BELIEVE being such a monster, that eternal pop icon Cher would follow-up that set with another disc of like-minded material. What may be surprising is that she's managed to pick out an album's worth--well,almost--of songs that hold the listeners interest,something she failed to achieve with the mostly half-baked BELIEVE(the obvious exceptions being the title track and 'All Or Nothing'). Which is a shame,because,like her magnificently underappreciated IT'S A MAN'S WORLD, LIVING PROOF looks to be losing what little momentum it managed to garner from BELIEVE's success, going the way of WORLD with little to no fanfare. It's even more disheartening considering that the song and vocal quality is literally light years ahead of her previous set, thanks to such first-rate tracks as 'Song For The Lonely','Alive Again','A Different Kind Of Love Song', and 'Love Is A Lonely Place Without You'. The only real snoozer here is 'Body to Body,Heart to Heart'(Memo to artist--cross Diane Warren off your ""go to"" list--she hasn't written anything remotely interesting in ages). The only other quibble is the over-use of that annoying vocoder--it was cool on 'Believe'(the first half a million times),but it's used far too much for it's own good here. Otherwise,LIVING PROOF stands as one of the artist's most consistent collections.",
,B00123HXG8,-1,1,5,Memories,
,B00123HXG8,-1,1,5,k,
,B00123G5ZI,1,-1,2,"Cher is at it again.  Now nearly 56 years of age, Cher is still fighting the inevitable tide of time.  This time, as with her last ""effort"" ""Believe"", Cher (with platinum hair--will it translate to platinum sales?  I doubt it) continues her foray into the world of trippy dance beats and nuevo-disco stylings as the listener is bombarded with studio wizardry and up-to-date technology (and Cher's unique voice).  The songs (as is usually the case with Cher) are penned by songwriters (i.e., not Cher herself although she did have a hand (ha!) in writing the first ""tune"") and Cher is backed by a slew of competent studio musicians and masterful, clinical, overproduction.  To me, this sounds like technology for technology sake and not for the sake of the music.  On the bright side, it does tend to obscure Cher's questionable ""talent"" somewhat and that can't be all bad.  If you go for dance music, stick with the experts and not some ""artist"" trying to stave off irrelevance.  If you're someone who digs Cher, you'll buy this anyway (and maybe even dance to it--ha ha ha!!!).  The bottom line:  Overproduced dance music that's been done better by many others.  Hippity Hop Dop!!!",
,B00123G5ZI,-1,1,4,"After staging arguably the biggest musical comeback this side of Tina Turner with her dance-driven project BELIEVE, Cher's back three years on to offer up more of the same with LIVING PROOF.Utitlizing many of the same producers, she attempts to build on the momentum experienced with the previous set, and the end result is an overall more consistent album.  Granted, there's nothing here that matches the instant pleasure of 'Believe' or 'All or Nothing', but there's also nothing here that matches the abundance of filler found on BELIEVE either. Lyrically, the tracks follow similarly in the vein of her eighties' corporate-rock albums than her more recent output. The set's first international single, 'The Music's No Good Without You',seems an odd choice, if only because it isn't one of the albums more ingratiating tunes.  Far better is 'Alive Again', as well as 'A Different Kind Of Love Song' and 'Real Love'. Also interesting is 'You Take It All', an electronica-driven track that sounds like Cher trying to channel Olive or Dido.  Among the very few missteps are the sole ballad 'Rain Rain', which is just plain dull, as well as a pedestrian remake of 'When The Money's Gone'. The only other minor quibble is the use of the dreaded vocoder on nearly all the tracks--it sounded cool the first thousand times we heard 'Believe', but has since been rendered just another tired, over-utilitzed gimmick--her voice is better than ever, and the heavy reliance on vocal effects just detracts from the album's overall impact after several listens. Though it doesn't match her underrated nineties opus IT'S A MAN'S WORLD as her best, it is a superior album to BELIEVE and reinforces the notion that Cher sounds best when she supresses the rock chick and unleashes her inner dance diva.",
,B00123JYR4,1,-1,3,"This is the only song I like from the group Foghat. I guess it's because it has a  great background sound, plus it grew on me because my cousin would play it a lot so it grew on me.",
,B00123JYR4,-1,1,5,"Item delivered on time, was as described.",
,B00123JYR4,-1,1,5,Slow Ride by Foghat is a standard for me.,
,B00123HF0W,1,-1,3,This song is about how a two people should love each other with all their hearts and not one sided.,
,B00123JUGE,-1,1,4,My youth,
,B00123IAVK,-1,1,5,"A word of warning Tower Of Power's cebut album is NOT the

least bit smooth or soft! From ""Knock Yourself Out"" on 'East Bay Grease' is filled with smelly horns,gutbucket rhythm and very

sandpapery singing. It actually owes more to the mutant horn

rock grooves of Blood,Sweat & Tears,Electric Flag and even Chicago then James Brown or Kool & The Gang. But the rhythm knows

it's buisness and that makes this album a dirving slice of gritty,hard core east coast funk! The plaintive ""Sparkling In The

Sane"" is the slowest song on the album and it doesn't even come

close to being soft-rather like a longish psychedelic soul groove with fleeting vocals. Any way you take it 'East Bay Grease' is very impressive stuff!",
,B00123KDZG,-1,1,4,"not much of a country guy,but bought this on advise of a friend. There is alot on this album that is not country,good group",
,B00123LHII,-1,1,4,...on a compilation album someone made for her.  I didn't know the title of the song.  Went to Amazon and tried searching by what I thought might be the title and I found it.  Good Christian song.,
,B00123JSAC,-1,1,5,As advertised.,
,B00123IBSC,1,-1,3,"Chicago XXX is the band's first straight pop record since 1991's Chicago Twenty 1.  Despite the fifteen year gap, the album sounds like it could have been released that same year.  Keying on the power ballads that were a staple of the late 80's and early 90's, the band plays to their strengths.  ""King Of Might Have Been"" is strong ballad that is faintly reminiscent of ""Hard To Say I'm Sorry"", ""Caroline"" has some meaty guitar riffs and ""Better"" is accentuated by the classic Chicago horn sound.  Only the album's opener, ""Feel"" which has a spacey trip hop beat, strays from their tried and True sound.",
,B00123LVQ6,-1,1,5,"you can hear me singing this song every time i say the word ""no"" which sadly is very quite often.",
,B00123LX7I,-1,1,5,"Amazon had two versions of Daydream Believer. I shouldn't have purchased both, because I found out after downloading them they were EXACTLY the same.",
,B00123M8ZY,1,-1,3,Love this song,
,B00123LUXA,1,-1,3,"...of Bread, but my ex-wife was.  Downloaded some of the old Bread songs for the memories of our younger days, before things went down the tubes...",
,B00123LUXA,-1,1,4,Kind of catchy!  I couldn't believe the lead singer was a male when I first heard it!,
,B00123M8ZY,-1,1,5,"i give it 5 stars because it deserves it roberta flack is an allstar in my book wasn""t anything i didn""t like",
,B00123M3CW,-1,1,5,Memories,
,B00123N8EO,-1,1,5,"Another song about the Vietnam war. God Bless the soldiers that did not
come back alive and those that suffered from physical and emotional injuries.
The war mongers like the manufacturer of Agent Orange made their money
while poisoning and killing our soldiers.  I believe the manufacturer was DuPont.
Lets not forget that George Bushwacker normalized relations with the People's
Republic of North Vietnam.  To this day Hanoi has never acknowledged
the existences of POW's held after the war ended.  Bushwacker slapped every
soldiers face that served over in the Nam. Daddy got him exempt from fighting there.",
,B00123MBKQ,1,-1,3,"If you really want to buy this, get the remastered version instead.  It has nicer packaging, better sound quality and 30 minutes of bonus material.  To find it, search on History of Grateful Dead (it won't show up if look for Bear's Choice).",
,B00123MBKQ,1,-1,3,"The Bear's Choice Expanded Edition focuses on the Grateful Dead live in concert. Four additional tracks are added to the original seven and the late Ron McKernan(Pig Pen) sings on six of them.
The opening five acoustic tracks are warm and intimate if not overly spectacular. The Pig Pen sung Katie Mae stands out a bit from the rest. The Smokestack Lightning jams are a bit excessive even though they can be a bit mesmerizing if you merely have them on in the background. However, the highlights of this disc are Pig Pen's stylish singing on Big Boss Man and Hard To Handle. Old Piggie sure knew how to sing the blues.
Anyway, definitely like Jerry Garcia's interpretation of Sitting On Top Of The World. Again, Good Lovin' is another bonus track on this CD as it was on Europe 72. The jam is somewhat excessive although the drum solo is pretty captivating.
Again like Europe 72, several good moments and I like the idea of both acoustic and electric sides of the Grateful Dead. However some of the jamming certainly goes off the deep end. My only advise is know how much endless instrumental noodling that you can take.",
,B00123NSDA,-1,1,5,"Lost my biker hubby on a two way highway and lost it from a drunk driver, so has its good memories and bad",
,B00123LZT4,1,-1,3,yep !,
,B0012422HM,-1,1,5,"This song could have been written for me,describes my 20s in California,I also had a Rambler,had great memories in that car..",
,B001248ABY,-1,1,4,"Another remake!! And one I wouldn't have bought IF we had more time to preview before buying. If you're looking for the original, this is not the one for you.",
,B001248ABY,-1,1,4,"Tommy James was co-writer on the song, as it wasn't a great big hit, it did receive quite a bit of air time on radios.",
,B0012444RI,-1,1,5,"to cruise by in the early 1970's.  I remember liking this song along with Chicago, BS&T and the Buckinghams.  Rock with Brass was the big thing then.",
,B0012444RI,-1,1,5,You are,
,B0012444RI,-1,1,5,"This song STILL sounds great.  I wonder if any Blood Sweat & Tears and/or Chicago horn section guys participated during the recording session that made the final cut?

WFN

Las Vegas, NV  USA",
,B0012460GG,1,-1,3,really enjoy this song.  hadn't heard it in years.  saw it was on amazon.  ordered it and i love it being in my collection.  i will continue ordering from amazon.,
,B00124AW5Q,-1,1,5,my friend started singing this the other day and couldn't get it out of our heads - she wasn't born yet when it came out.,
,B001249RDY,-1,1,5,"Too often performers do a remake of a popular song and don't add anything new to it creating a ""why bother"" situation(are you listening Phil Collins?). Chicago took an already excellent song and expanded it and just plain ""tore it up!"". An excellent addition to my road trip jams for my motorcycle riding.",
,B00124AA2G,-1,1,5,Sleazy songs were numerous then,
,B00124AA2G,-1,1,5,She used to be mine. People being dumped: we figure out how alone we are after a few nights in which we wake up with nobody like a terrible No Rain moment with a Blind Melon.,
,B00124AA2G,1,-1,3,"This is a song that I can enjoy often. I particularly like the melody. 3 stars is my rating for good. 4 stars rates as very good and 5 stars rates as great. So, by my personal rating, ""My best friends girl"" is good and I enjoy listening to it. Anything less then 3 stars is something I'd describe as unrated for my taste. I like Best Friends Girl mucho amigo......Pete",
,B001248CDK,-1,1,5,Memories,
,B00124B8W2,-1,1,5,one of my favs,
,B00124B4EY,-1,1,5,I needed the songs from this album to resurrect a compilation album fro the 80's.. called rock 80. An album put out by K-Tel records.,
,B00124D8TS,-1,1,4,Makes me miss the 80's and 90's.  Great memories... fast download and I like the U.S version better than the original.,
,B00124D44C,-1,1,5,Great track from the 80's that I definately had to have for my collection. A real shame that they were a one-hit creator.,
,B00124D44C,1,-1,3,"I like it very much, but the one done by Sugarland really is the best! But still a good group as far as I am concerned.",
,B00124BPBG,1,-1,3,"No surprizes, your collection of hits at a good value.",
,B00124BPBG,-1,1,4,I am enjoying the album very much but it did not load into I Tunes correctly. It plays on Fire TV and Windows Media player just fine.,
,B00124DECO,-1,1,5,Happy with download.  However I inadvertly downloaded the same song twice thinking it was a different version.,
,B00124AY9A,-1,1,5,"If you don't get it get off. The words send a message to those who don't. Listen well, for those who don't get it should get off.",
,B00124BPBG,1,-1,3,A lot of you are saying this is the best single disc of Dwight Yoakam. I'm sorry I don't agree. They omitted The Heart That You Own and call this a The Very Best Of Dwight I think NOT!!!! The Heart That You Own was one of the BEST songs he ever did in the 90's.,
,B00124DGHM,-1,1,5,Song was sang at my Wedding.  Means a lot to me.  Will be married 29 years .in January,
,B00124B6OW,-1,1,5,my Saturday morning song,
,B00124B6OW,-1,1,5,hit the repeat on this one,
,B00124B4T4,-1,1,4,oldschool,
,B00124DBB8,-1,1,4,it's ok.,
,B00124DBB8,-1,1,5,"For only $0.69, you can't beat it!!! Aye-tunes (or similar mp3 websites) have never offered a major
artist at these prices. it STILL costs $1.29 over there.",
,B00124HN8K,-1,1,5,"It's all my mother's fault, really.  She couldn't help it if she had a weakness for soul ballads (and 40s and 50s music in general). Plus, Percy Sledge's voice could make angels weep.

It's odd to contrast songs like this (in which the man pines for the woman who's left him and talks about how he'll do anything if she says that's how it ought to be to todays rap music, in which women are essentially disposable commodities useful for only one thing, and then discarded.  I'm sure there's a deeper meaning to this, but I'm just a woman who knows what she likes, not a sociologist. (and yes, I know ALL rap music isn't like that, but the majority I've heard of it seems to be).",
,B00124FG02,1,-1,3,Love Chicago and all of their music...,
,B00124JENM,-1,1,5,I remember listening to they're 8 track,
,B00124JENM,-1,1,5,Memories,
,B00124HVBO,1,-1,3,"After Rhino released the near-definitive 2-CD collection THE VERY BEST OF: ONLY THE BEGINNING in 2002, I was a bit confused by the title.  ""Only the Beginning?"" Hey! Chicago hasn't had a top 40 hit since 1991's ""Chasin' the Wind."" But LOVE SONGS makes it perfectly clear.  That album was only the beginning of repackaging Chicago's material.

There's really little new here if you already own THE VERY BEST OF.  ""If You Leave Me Now"" is a live version with Philip Bailey. Another live version is ""After the Love Is Gone"" featuring Earth, WInd & Fire.  ""Never Been in Love Before"" is from 1975's CHICAGO VIII.  And ""Here in My Heart"" is a Lenny Kravitz-produced song from 1997's anthology THE HEART OF CHICAGO.

So what other creative ways can Rhino repackage this material?  The Terry Kath years?  The Robert Lamm-penned songs? Songs from albums whose titles don't contain a Roman numeral?

Don't get me wrong. If all you're looking for is Chicago's love songs--and ONLY their love songs, this is a solid collection.  My only problem with this is that it presents the group as a bit too one dimensional.",
,B00124H9PW,-1,1,4,"4 stars only because it takes something absolutely awesome for me to rate it 5 stars.
Building up my collections of 70's, 80's & 90's.",
,B00124DTBK,1,-1,3,"it's more ""smooth jazz"" style than his earlier stuff which was more straightforward jazz sound. features his famous cover version of leon russel's Masquerade",
,B00124DTBK,1,-1,3,"This is the album that made George Benson a pop superstar. ""This Masquerade"" was a light jazz easy listening hit and ""Breezin"" was a hit too. ""This Masquerade"" had the unique distinction of hitting number one on the jazz, R&B, and pop charts; I wonder if any other tune has performed that trifecta. Jazz players will be very familiar with this tune and having the original version for library was the main reason I picked up a bargain version of the album. I did not realize, however, that the new remastered version has extra versions of some of the tracks as well as a version of ""Down Here On the Ground"" a very Donny Hathawayesque tune that I dig off of the ""Weekend In LA"" album.
""Breezin"" sounds like easy listening light jazz but it's a pleasing chart that I enjoy with its flute hook but it's got a nice groove to it as well and . This stuff drips with 70s production values and has a Bob James kind of sound. If you like that kind of light jazz than ""Breezin"" is an excellent album. I find it to be pleasing light jazz that doesn't wear as well as his ""Weekend In LA"" album, where the live performance brings out more fire for George Benson. This album was one of the blueprints for smooth jazz and folks that dig smooth jazz would be wise to look at Benson, with his soulful jazz chops and breathtaking Hathaway like voice before they dig into the latest thing playing on light jazz radio.
3.5 stars",
,B00124OEBY,-1,1,5,"This album was the ultimate expression of the 1960's Bee Gees sound which Robin Gibb called ""Symphonic Pop"".  Don't overpay for a used copy of this now-deleted disc, because I've got some great news for you fans: on January 12,2009, Reprise Records will release a Deluxe ""40th Anniversary"" 3-CD edition of the album, including the original album in both its' stereo and (unreleased in America) mono mixes, plus a 3rd disc containing 23 previously unreleased selections, including demos, alternate takes,alternate mixes,two unreleased songs(""Nobody's Someone"" & ""Pity"") and a promotional radio spot. The new set will reproduce the original ""flocked""(I.E. velvet-textured) album cover of the original 1969 L.P.",
,B00126SGA2,1,-1,3,"This is yet another rendition of the classic lullaby. A beautiful song simply by dint of its composition and certainly not as morbid as ""Rock-A-Bye Baby"";",
,B00126UVH8,1,-1,3,Adequate for preschool age children,
,B00126SG6G,-1,1,5,AAA,
,B00126SGAW,1,-1,3,kids like it,
,B00126SGAW,-1,1,5,Hey not my favorite but the grandkids like it so I keep an assortment of children's music to hopefully quieten them down. Sometimes grandpa just needs a break,
,B00129GB8I,-1,1,4,"I think the snarl is because of the old recording. It is clear through most of the song, but when the louder parts play it is snarly. Otherwise I am happy with the song.",
,B00129GB8I,-1,1,5,One of the greats!,
,B0012C4G8M,-1,1,5,Carl Thomas rocked it with this one. He said what we were thinking as we sit back and watch that shorty go thru tough times but theres nothing we can do about it except be there to soften the fall,
,B0012C9GKU,-1,1,5,:-),
,B0012CEQFA,-1,1,5,That's my girl,
,B0012CCO0E,-1,1,5,5*,
,B0012CCO0E,1,-1,3,also like this one as well,
,B0012CCO0E,1,-1,3,good dancing song for events,
,B0012CCO0E,-1,1,5,"I hit the floor, next thing you know....",
,B0012CCO0E,-1,1,5,No comment,
,B0012CCO0E,-1,1,5,"Got this for our MP3 players, we hear it at the bar all the time. And my husband wanted it",
,B0012CCO0E,-1,1,4,My 3 year old son heard this somewhere and kept asking me about the 'low' song. I didn't know what he was talking about.  But I finally found this and it was the correct song he wanted. It's a decent song I guess. He likes it so that's all that matters to keep him calm and quiet while I'm driving.,
,B0012CCO0E,-1,1,5,"Dope track - if u feelin this u have to check out Devin the Dude -&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Smoke-Sessions-Vol-1/dp/B00142RX4O/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Smoke Sessions, Vol. 1</a>&nbsp;Da Real Thang is off tha chayne",
,B0012ECGKA,1,-1,3,"Fantastic, cannot get enough of 80's hair bands! You will not regret this purchase. Takes you back to a time where music actually made sense and was worthwhile to listen to.",
,B0012ECN4Y,-1,1,5,The version I remember hearing on the radio!,
,B0012ECN4Y,-1,1,5,See if you can pull off this song a Karoke you will become a legend. Informer you know say daddy me snow me gonna blame.  A lickey boom boom down. Tective man he say me daddy snow me stabbed someone down the lane. A lickey boom boom down.  Haters cant even hate on this.,
,B0012EFV4I,-1,1,5,One of my favorties,
,B0012EFV4I,-1,1,5,Plus plus plus,
,B0012EFV4I,1,-1,3,I used to always hear this song playing in my head when i was out riding my bicycle. Great ass lyrics: I was born the son of a lawless man Always spoke my mind with my dick  in my hand Lived nine lives Gunned down ten Gonna ride like the wind. I heard CC wrote this for Lowell George of Little Feat.,
,B0012EFV4I,1,-1,3,Rock the way it was meant to be. Don't even make music like this anymore. Great time to be alive.,
,B0012EELIK,-1,1,5,Genesis 2:44 and Eccl 4:12 all wrapped up in the dulcet tones of Paul Stookey ...,
,B0012EELIK,-1,1,5,ANOTHER OLDIE BUT A GOODIE,
,B0012EASVO,-1,1,5,bvgrftf,
,B0012EASVO,-1,1,5,;-),
,B0012EASVO,-1,1,4,"I got this song to put on a mix for an ex girlfriend, now when I hear it I am haunted by her BS, totally 80s synth song about as girly as a girls dream of wedding day.",
,B0012EESZG,-1,1,5,xlint,
,B0012EASVO,-1,1,5,This song has been remade by several artists but I always go back to the OG.,
,B0012EESZG,-1,1,5,let the light shine down,
,B0012EESZG,1,-1,3,"It's a great song. I've liked this song ever since it came out back in 1993. The only problem I've had is when I play the song in my car, certain parts of the song cause my car speakers to unpleasantly vibrate. I've downloaded dozens of songs from Amazon and this is the only song that causes a vibration.",
,B0012ECKYC,-1,1,5,"Good sound quality but the volume is a little low.  It did have a quick download speed.  Anyone that likes Peter, Paul, and Mary should get this song.",
,B0012EG1YC,-1,1,5,"No reproduction can equal the original. Never was it afforded the title of a Great Disco Era Hit. She was on target with this one. Even the reproductions lack ""something"" that is present in her voice and the original production.",
